Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made,Sales_Change,Satisfaction_Change,Purchase_Made_Numeric
treatment,unknown,247.03357757403143,381.7992650978511,74.84260594314985,73.87259310735006,yes,134.76568752381968,-0.9700128357997926,1
treatment,low value,203.71699822858852,255.50887074988924,52.01440504057535,64.86835253749315,no,51.79187252130072,12.853947496917804,0
control,high value,113.65040023797252,134.62365979382352,80.55064422426287,88.04462331,yes,20.973259555851,7.493979085737138,1
treatment,medium value,140.3728987691547,212.9116486,70.25207641696215,73.35117261087318,unknown,72.53874983084532,3.0990961939110235,0
treatment,low value,203.71699822858852,323.4666690172366,57.9985906211005,73.87259310735006,no,119.74967078864807,15.874002486249559,0
control,unknown,231.31854084630257,279.39513538032594,53.99749911652805,63.23994678849249,no,48.07659453402337,9.242447671964442,0
treatment,unknown,122.86694192485804,192.50058377559125,95.20121364736568,73.92144865,no,69.63364185073321,-21.279764997365675,0
control,low value,251.4461974016484,303.1193853300914,70.47928772050702,73.87259310735006,yes,51.673187928443014,3.393305386843039,1
control,unknown,199.63289252713,243.2234830698528,62.21443777025113,62.585602459224496,yes,43.59059054272279,0.37116468897336574,1
unknown,low value,179.4518839770623,271.51209739799964,47.89004399572472,49.10096530756628,no,92.06021342093734,1.2109213118415596,0
control,low value,153.8009713,185.24056213925755,53.99339475479981,63.761951445439664,yes,31.439590839257562,9.768556690639855,1
control,low value,252.82737149867688,311.43374863185664,56.50670170292613,73.87259310735006,yes,58.60637713317976,17.365891404423927,1
control,high value,284.1010754697619,336.3134051963752,78.01517624,94.7030679700816,no,52.21232972661329,16.687891730081603,0
control,high value,254.3295942151632,321.08902027859574,95.9086181395866,73.87259310735006,yes,66.75942606343253,-22.036025032236537,1
treatment,low value,145.63885411176824,223.9316371855139,47.80650421339183,73.92144865,yes,78.29278307374565,26.11494443660817,1
control,unknown,318.9637493324936,383.4007194,98.72969437,100.0,no,64.43697006750642,1.2703056299999957,0
treatment,high value,203.71699822858852,373.23105911507554,100.0,100.0,yes,169.51406088648702,0.0,1
control,medium value,224.8161423610573,260.05297539721585,69.58202887464886,78.12626579867006,yes,35.236833036158544,8.544236924021206,1
control,low value,180.74723301633944,211.6278305823595,56.24406510218231,60.61137789844747,no,30.88059756602007,4.367312796265161,0
control,high value,203.71699822858852,219.98606631436792,91.70312960906904,97.09213872259042,no,16.269068085779395,5.389009113521382,0
control,unknown,249.78098738454528,297.1202316733387,70.25207641696215,71.00424115018775,yes,47.339244288793424,0.7521647332255981,1
treatment,low value,212.50873936414493,324.1479396956715,49.39767608201197,51.78204064417786,no,111.63920033152655,2.384364562165892,0
treatment,medium value,184.9454048608236,296.96061593658465,76.00672396338294,73.87259310735006,no,112.01521107576104,-2.1341308560328827,0
control,low value,198.3556088357375,238.86172090310512,55.00571256052001,70.24889286099965,unknown,40.50611206736761,15.243180300479636,0
control,medium value,203.1619870573969,241.9566625876413,69.20878040288274,91.56001396528802,no,38.794675530244376,22.351233562405284,0
treatment,unknown,225.2978273850177,366.72574824183897,61.71268686673115,74.82817401899506,yes,141.42792085682126,13.11548715226391,1
control,low value,203.84622026439388,243.7668889196661,57.71402462,71.56332213528778,yes,39.92066865527221,13.849297515287773,1
control,low value,190.0216284746741,221.43851563305464,70.25207641696215,76.0,yes,31.416887158380547,5.747923583037846,1
control,low value,203.71699822858852,280.45795220654577,45.72204898000552,45.08495923269288,no,76.74095397795725,-0.6370897473126362,0
treatment,medium value,182.6524329222389,285.8775008530173,68.00254609604717,58.500726671169225,unknown,103.22506793077841,-9.501819424877944,0
treatment,medium value,203.71699822858852,270.3590653532548,81.95329742225283,78.45309212933316,no,66.64206712466626,-3.5002052929196736,0
treatment,high value,181.20189302811,274.8689487384702,100.0,100.0,yes,93.66705571036019,0.0,1
control,low value,203.71699822858852,232.54096954503507,46.52056455919723,40.47645273473222,no,28.823971316446546,-6.044111824465013,0
control,medium value,203.71699822858852,235.26291953452773,65.05233854855321,74.61686614155853,no,31.545921305939203,9.564527593005323,0
treatment,medium value,199.78215065782763,306.8274160685117,70.25207641696215,78.31987469,yes,107.04526541068407,8.067798273037852,1
treatment,medium value,228.1111874714226,280.45795220654577,83.22336483520195,87.66472627011001,yes,52.34676473512317,4.44136143490806,1
treatment,unknown,203.71699822858852,367.053227915236,53.17842603040446,56.44631005707512,yes,163.33622968664747,3.2678840266706572,1
treatment,high value,291.1992413378143,461.2068903804615,86.36925152558338,100.0,no,170.0076490426472,13.63074847441662,0
control,medium value,169.5958025154586,280.45795220654577,67.61203005962211,72.55250035092564,no,110.86214969108718,4.9404702913035266,0
treatment,low value,228.2080599425143,280.45795220654577,53.39753130869877,61.06323408005874,no,52.24989226403147,7.665702771359975,0
control,medium value,310.3848361504584,370.5331427812384,74.61389029807442,90.87922622913912,no,60.148306630779985,16.265335931064698,0
treatment,unknown,208.47758623036387,313.17627172429167,89.62892659684792,98.48830030833288,no,104.6986854939278,8.859373711484963,0
control,high value,222.0492860712623,258.51528514003365,70.25207641696215,100.0,yes,36.46599906877137,29.747923583037846,1
unknown,unknown,189.19250939379944,285.3888490952934,59.95672445700271,66.41405538284323,yes,96.19633970149394,6.457330925840523,1
unknown,medium value,152.5947148556618,230.88137954949983,67.50448877,76.45257035481909,no,78.28666469383802,8.948081584819093,0
treatment,low value,115.14630577811444,180.2564938482037,76.0,73.87259310735006,no,65.11018807008925,-2.127406892649944,0
treatment,low value,203.71699822858852,300.4238180945526,50.42258531059544,68.07368911207128,yes,96.70681986596406,17.65110380147584,1
control,high value,210.7852962651466,236.78876069717185,100.0,73.87259310735006,yes,26.003464432025254,-26.127406892649944,1
treatment,low value,225.2504113023162,356.5781072537379,65.59595994954036,74.13652327734084,no,131.32769595142173,8.540563327800484,0
unknown,low value,211.1061961265345,260.1766275310084,49.900772475402704,49.801143813732295,no,49.07043140447391,-0.09962866167040829,0
control,high value,191.9813547589404,243.0512916458154,89.7963558,73.87259310735006,no,51.06993688687501,-15.923762692649944,0
control,medium value,179.4257946656782,216.81746997870945,78.81755483662342,74.96467936280483,yes,37.39167531303124,-3.8528754738185853,1
control,high value,193.2635475705923,218.73370194156143,100.0,73.87259310735006,unknown,25.47015437096914,-26.127406892649944,0
treatment,low value,277.16045366053373,421.4633994621318,70.25207641696215,52.57470157287559,unknown,144.30294580159807,-17.677374844086565,0
control,high value,203.71699822858852,280.45795220654577,93.70963945586644,100.0,no,76.74095397795725,6.290360544133563,0
control,unknown,203.84622026439388,243.7668889196661,70.25207641696215,70.94002935583408,yes,39.92066865527221,0.6879529388719305,1
control,high value,202.1032343353152,237.07564388643743,100.0,100.0,no,34.97240955112224,0.0,0
treatment,low value,177.1537306159283,264.3715828539285,48.34540354542873,52.54263093498663,yes,87.21785223800018,4.197227389557902,1
treatment,low value,202.87908480305032,307.48222756573534,70.25207641696215,60.99249630553126,yes,104.60314276268502,-9.259580111430893,1
unknown,high value,343.7457232490647,539.2788027157825,82.11659647663483,91.1188417410226,yes,195.53307946671777,9.002245264387781,1
treatment,medium value,224.4311302297537,352.50278228902056,61.005313250138656,72.32953638784495,yes,128.07165205926685,11.324223137706298,1
control,high value,255.7471874592346,312.2032968566885,84.30022061490621,78.60387639960483,no,56.4561093974539,-5.69634421530138,0
control,medium value,82.1425627,105.56106320406828,65.81784129557809,51.52419148,yes,23.418500504068277,-14.293649815578092,1
treatment,medium value,221.57630320589604,337.2115650830332,84.95043545872402,73.87259310735006,no,115.63526187713714,-11.07784235137396,0
control,high value,144.9354450027893,280.45795220654577,83.39532345,100.0,no,135.52250720375648,16.604676549999994,0
control,medium value,203.71699822858852,208.47909067827047,70.25207641696215,71.9906128,yes,4.762092449681944,1.7385363830378395,1
unknown,low value,190.51365538585537,226.9151356295626,47.63291188938352,60.45674051381045,yes,36.401480243707226,12.82382862442693,1
treatment,high value,212.9256456484506,324.12429396748604,99.90089217072244,87.57079888673333,yes,111.19864831903544,-12.330093283989115,1
treatment,medium value,173.75066557963518,275.72426391827486,70.25207641696215,79.82715713276339,yes,101.97359833863968,9.575080715801235,1
control,low value,157.4124093595147,184.67331805275128,70.25207641696215,64.22803213867786,no,27.260908693236587,-6.024044278284293,0
unknown,high value,203.71699822858852,349.8268579314853,83.42793407162425,91.25898014,yes,146.10985970289676,7.8310460683757555,1
treatment,low value,171.0233487373031,268.89850968395774,47.04630519133264,60.79448630232207,yes,97.87516094665463,13.748181110989428,1
treatment,low value,188.5165250113174,300.9221812523946,46.25445839441304,36.38753524501887,yes,112.40565624107717,-9.866923149394175,1
treatment,low value,181.8111583202533,286.4775768598949,60.24307371768219,63.00612910621367,unknown,104.6664185396416,2.763055388531477,0
treatment,medium value,268.6210450380396,432.46103348236056,65.27183512,63.46714720288593,yes,163.83998844432097,-1.804687917114073,1
control,high value,119.64730261740095,137.96819040405524,98.17907022529234,93.86734329255458,yes,18.320887786654282,-4.311726932737756,1
treatment,unknown,244.3714610032825,386.5371930945053,78.35427968528887,74.31737885324092,unknown,142.16573209122282,-4.036900832047948,0
control,medium value,213.4164473506964,257.3987365094772,70.25207641696215,73.87259310735006,yes,43.982289158780816,3.620516690387902,1
control,high value,226.18654844830127,265.0474588507297,83.93958270270495,91.84621169184456,no,38.86091040242843,7.906628989139605,0
treatment,unknown,153.59886241092633,245.1135971661344,47.28495375521729,49.37600294600301,yes,91.51473475520808,2.091049190785725,1
control,unknown,221.95753029480767,270.8016188,66.54339198312643,73.87259310735006,no,48.84408850519236,7.32920112422363,0
control,medium value,122.66710049200594,142.06512633138286,58.76579639599221,62.12201753691094,yes,19.398025839376913,3.356221140918727,1
unknown,low value,196.06986469748173,224.98926902189515,61.32182246873837,75.74992079,no,28.91940432441342,14.428098321261636,0
treatment,medium value,224.67834461309133,348.1253509091818,63.61665788794658,53.05185732985963,yes,123.44700629609048,-10.56480055808695,1
treatment,low value,154.0988575618502,234.0811073687122,57.93608404265133,57.13107653924809,unknown,79.982249806862,-0.8050075034032389,0
unknown,low value,203.71699822858852,330.2610732216538,54.40962081100811,50.47200517,yes,126.5440749930653,-3.937615641008108,1
treatment,high value,215.4691343723824,334.5186199041587,84.14466183314637,75.02944226081583,yes,119.0494855317763,-9.115219572330545,1
treatment,low value,196.7558432400668,318.3264668721712,49.56884136929077,53.19912287169939,no,121.57062363210437,3.6302815024086144,0
unknown,unknown,267.79321012845685,280.45795220654577,70.25207641696215,67.04766479303925,no,12.66474207808892,-3.2044116239229083,0
treatment,unknown,337.8009079523841,530.4365743844868,98.03668584,92.4153239408836,yes,192.6356664321027,-5.621361899116408,1
control,medium value,203.71699822858852,177.2742436542802,58.08044208461072,73.87259310735006,yes,-26.44275457430831,15.792151022739333,1
control,low value,163.0359582540984,189.1441657883153,70.25207641696215,44.895757815931006,no,26.108207534216888,-25.35631860103115,0
treatment,medium value,203.71699822858852,313.22006529324227,76.86848086,98.3655144196224,no,109.50306706465375,21.497033559622395,0
treatment,unknown,172.08826788658894,260.12729211797665,77.39794276,78.0503195,yes,88.03902423138771,0.652376739999994,1
control,low value,223.5292119681828,269.5429499166035,60.39411902705933,73.87259310735006,no,46.0137379484207,13.478474080290724,0
control,high value,174.92449552593425,208.3701302993194,85.02781702056508,89.99915524407416,unknown,33.445634773385166,4.971338223509079,0
treatment,medium value,203.71699822858852,425.9659004369677,56.80318035421547,51.23442449,yes,222.24890220837915,-5.568755864215468,1
control,low value,210.58699250520192,245.9254128545109,57.589578482059125,72.06101189143163,unknown,35.33842034930899,14.471433409372509,0
treatment,high value,203.71699822858852,461.8308435,88.18197972401393,96.51206796067171,no,258.1138452714115,8.330088236657787,0
treatment,high value,179.35871213675026,280.45795220654577,100.0,73.87259310735006,yes,101.09924006979551,-26.127406892649944,1
control,high value,201.2379896160257,248.7031247369284,91.49155027,73.87259310735006,yes,47.465135120902715,-17.61895716264995,1
control,medium value,249.54564669500127,291.9089220976475,84.41822463585015,83.41623280808449,no,42.36327540264625,-1.0019918277656643,0
treatment,medium value,244.15030413569505,365.2248045401432,67.32943497647109,73.87259310735006,yes,121.07450040444817,6.543158130878965,1
treatment,medium value,189.1325651066973,288.7320953642852,82.97067209606259,73.87259310735006,yes,99.5995302575879,-9.09807898871253,1
